panel,model,variant,enc,n,MSE,MSE_std,MAE,RMSE,sMAPE,MASE,val_loss
series,gru,fa_sm_2d,embeddings,3,0.6965744667237644,0.0247614131593962,0.24190551825865736,0.8344787576696108,68.13057166169001,1.6331127259913825,0.7760488912463188
series,gru,fa_sm_3d,embeddings,3,0.7435747662164084,0.028347673884457737,0.24541344566356904,0.8621523804270453,66.86133779738635,1.6551853612252312,0.8025201335549355
series,gru,fa_sm_4d,embeddings,3,0.7252070784965912,0.009328125330341795,0.25810694828121916,0.8515732177534113,70.58582807577568,1.7526611121513742,0.794051689406236
series,lstm,fa_sm_2d,embeddings,3,0.8496608599403791,0.0017921712852354969,0.24643780322845274,0.9217699899048083,63.40387794702409,1.6460428342265618,0.875409937567181
series,lstm,fa_sm_3d,embeddings,3,0.8572329555518161,0.002207942012947874,0.2544893524795422,0.9258679890336895,65.39833641634094,1.7177499424941074,0.8803637242979473
series,lstm,fa_sm_4d,embeddings,3,0.8650956034691094,0.003616840585691041,0.26272321209280575,0.9301031272761152,67.5095994920865,1.7762821338061234,0.8886931563417116
series,moving_average,baseline,none,1,0.03832573598451486,0.0,0.12525651057202,0.1957695992346995,53.80808526639073,0.8093593581324603,
series,random_walk,baseline,none,1,0.054891600079072976,0.0,0.14182099760740982,0.2342895645970451,52.383989640460385,0.9131155192193005,
series,seasonal_naive,baseline,none,1,0.07031604279798158,0.0,0.16808000586247326,0.2651717232247465,59.76785527308367,1.0817210226662597,
series,transformer,fa_sm_2d,embeddings,3,0.7235651119588585,0.018667842157049214,0.2438702178014728,0.8505550506373938,68.79843263655071,1.653269800314911,0.7996981897287898
series,transformer,fa_sm_3d,embeddings,3,0.7874203111069885,0.031225737647796223,0.25481427794457345,0.8871904560593359,68.15325319324839,1.726409577110063,0.8222483686274953
series,transformer,fa_sm_4d,embeddings,3,0.769061464652463,0.03664721185938607,0.25918056596278277,0.8767083744463032,70.94392639316966,1.7552695469188053,0.8189267681704627
