panel,model,variant,enc,n,MSE,MSE_std,MAE,RMSE,sMAPE,MASE,val_loss
aggregate_rolling,seasonal_naive,aggregate_roll_y2021,aggregate,1,0.03120474301879042,0.0,0.14419252146035433,0.17664864284446236,14.351157202874798,2.856097943871313,
aggregate_rolling,seasonal_naive,aggregate_roll_y2022,aggregate,1,0.014287787290347782,0.0,0.09481151060511668,0.11953153261942132,9.460619987761394,1.6290720098711262,
aggregate_rolling,seasonal_naive,aggregate_roll_y2023,aggregate,1,0.0025017712036809283,0.0,0.04100640118122101,0.05001770890075762,4.099131097171246,0.598535988137777,
aggregate_rolling,seasonal_naive,aggregate_roll_y2024,aggregate,1,0.0024987797792618283,0.0,0.04107477640112241,0.04998779630331616,4.105981035149822,0.590763505754381,
aggregate_rolling,seasonal_naive,aggregate_roll_y2025,aggregate,1,0.003991712091679404,0.0,0.041738028327624,0.06317999755998258,4.169023783402716,0.6015559743071982,
aggregate_rolling,transformer,aggregate_roll_y2020,aggregate,3,0.014783086905951983,0.0014492145986125052,0.08995570470061566,0.1214359257187372,8.96794090933298,1.6190583900860396,0.001876445875192682
aggregate_rolling,transformer,aggregate_roll_y2021,aggregate,3,0.02632560574476579,0.0034285329234450463,0.1429883526224229,0.16191066734100634,14.252895856696988,2.8452892044390112,0.00678703732167681
aggregate_rolling,transformer,aggregate_roll_y2022,aggregate,3,0.020189500423261345,0.0023942511206344543,0.12137015619211727,0.14184849261990276,12.10501842535515,2.125172174681283,0.006702810060232878
aggregate_rolling,transformer,aggregate_roll_y2023,aggregate,3,0.01460753264857022,0.0056238075134757105,0.10096429412563641,0.11837694728063224,10.075784952973624,1.404407944474797,0.024102607121070225
aggregate_rolling,transformer,aggregate_roll_y2024,aggregate,3,0.009922486003585843,0.007261641800963647,0.07849062689476544,0.08887410360806576,7.836014247125988,1.0715085748834394,0.005953429577251275
aggregate_rolling,transformer,aggregate_roll_y2025,aggregate,3,0.012907825616724175,0.00723595682521494,0.08446002172099219,0.10741085742408045,8.424540725325885,1.133217943436142,0.006917686424761389
